500 2000
432 45 810
432 82 632
432 152 1421
432 200 1393
432 374 1254
432 378 1256
432 386 522
432 433 1000
433 249 1345
433 250 624
433 307 1420
433 311 537
433 373 775
433 411 1457
433 434 1000
433 462 559
434 8 1266
434 268 863
434 306 1077
434 408 704
434 435 1000
435 7 639
435 129 621
435 161 1183
435 240 1159
435 270 1428
435 299 856
435 339 1036
435 383 634
435 436 1000
435 448 1044
436 9 1483
436 77 1219
436 329 1133
436 335 1480
436 366 1410
436 396 844
436 437 1000
436 484 848
437 339 773
437 399 1096
437 417 951
437 438 1000
438 104 1456
438 142 1275
438 199 792
438 286 839
438 439 1000
438 484 506
439 34 720
439 170 936
439 192 1287
439 440 1000
439 492 1185
440 34 942
440 94 882
440 291 1278
440 364 1249
440 384 1239
440 407 1135
440 419 651
440 441 1000
441 123 1457
441 260 1062
441 351 1277
441 427 636
441 442 1000
441 470 1419
441 473 1004
442 10 518
442 68 775
442 218 1094
442 443 1000
443 73 786
443 427 943
443 444 1000
444 74 1355
444 152 981
444 194 1496
444 354 1041
444 402 1440
444 445 1000
445 241 1017
445 360 1461
445 446 1000
446 38 1480
446 135 766
446 201 1058
446 309 1079
446 400 1034
446 447 1000
446 497 1095
447 283 1469
447 306 1395
447 428 645
447 448 1000
447 449 1163
448 17 798
448 32 1440
448 79 1084
448 208 1478
448 227 1317
448 261 1303
448 312 1383
448 349 732
448 353 1269
448 449 1000
449 61 1192
449 149 1158
449 273 784
449 350 1172
449 450 1000
450 39 942
450 198 685
450 217 852
450 449 573
450 451 1000
450 457 1478
451 131 1219
451 452 1000
451 476 910
452 33 1220
452 56 858
452 84 1005
452 135 733
452 137 637
452 395 946
452 453 1000
453 113 1244
453 117 1213
453 454 1000
453 480 1336
453 492 959
454 54 1242
454 282 1146
454 348 1292
454 413 715
454 455 1000
455 46 1361
455 72 521
455 107 1182
455 454 1467
455 456 1000
456 115 960
456 302 1484
456 312 849
456 345 790
456 394 899
456 457 1000
457 148 1188
457 175 1064
457 458 1000
458 459 1000
458 475 867
459 150 1027
459 259 1036
459 460 1000
459 473 1218
459 500 1056
460 26 640
460 311 1338
460 315 1152
460 332 1458
460 457 1155
460 461 1000
461 249 830
461 339 691
461 389 834
461 462 1000
462 87 827
462 131 724
462 143 1305
462 344 1402
462 463 1000
463 58 779
463 102 1322
463 158 825
463 248 1243
463 383 1109
463 444 1444
463 464 1000
464 133 1114
464 135 720
464 158 849
464 190 724
464 330 1339
464 465 1000
465 321 1109
465 380 804
465 403 981
465 466 1000
465 469 593
466 6 1065
466 382 508
466 453 631
466 467 1000
467 236 843
467 327 625
467 330 1267
467 332 1253
467 381 1473
467 431 1425
467 468 1000
468 212 606
468 321 1265
468 469 1000
468 479 1397
469 83 698
469 124 1090
469 194 988
469 325 1125
469 421 748
469 452 1273
469 470 1000
470 295 1086
470 471 1000
471 124 579
471 191 631
471 254 1368
471 258 1088
471 276 783
471 424 917
471 472 1000
472 82 1252
472 98 1296
472 258 505
472 473 1000
473 144 964
473 311 1035
473 453 731
473 474 1000
473 481 1122
474 19 593
474 24 1214
474 91 957
474 120 955
474 143 1353
474 186 1383
474 254 783
474 454 1406
474 475 1000
475 109 790
475 117 1191
475 181 1484
475 208 1290
475 243 795
475 342 1310
475 476 1000
476 227 1284
476 389 998
476 477 1000
477 288 958
477 370 835
477 385 1494
477 422 926
477 423 1309
477 452 1152
477 478 1000
477 485 850
478 147 788
478 215 571
478 305 679
478 471 1014
478 477 972
478 479 1000
479 146 1302
479 480 1000
479 483 1268
479 489 1034
480 189 1395
480 202 577
480 278 1309
480 303 520
480 352 552
480 481 1000
481 280 925
481 303 929
481 458 975
481 482 1000
482 124 594
482 236 1096
482 335 1092
482 342 781
482 351 520
482 483 1000
483 154 1361
483 380 1157
483 484 1000
484 26 720
484 49 1314
484 136 864
484 407 926
484 485 1000
485 57 1244
485 208 848
485 265 1200
485 297 943
485 469 962
485 486 1000
486 96 545
486 161 1248
486 199 1250
486 270 785
486 470 1026
486 487 1000
487 1 1145
487 99 1378
487 121 1199
487 192 1117
487 488 1000
488 3 842
488 41 881
488 104 707
488 123 1470
488 136 1303
488 250 1157
488 344 621
488 480 663
488 489 1000
489 246 776
489 405 875
489 407 1305
489 490 1000
490 177 1344
490 366 692
490 414 1475
490 468 1297
490 491 1000
491 108 1066
491 192 1241
491 234 732
491 265 712
491 492 1000
491 500 880
492 41 1202
492 188 1149
492 197 1014
492 244 776
492 255 595
492 302 517
492 320 560
492 493 1000
493 127 947
493 304 522
493 318 510
493 452 879
493 456 1191
493 494 1000
494 206 1368
494 222 734
494 495 1000
495 38 943
495 176 747
495 217 1429
495 226 1285
495 327 919
495 496 1000
496 201 1130
496 204 1395
496 287 1121
496 310 1132
496 339 557
496 497 1000
497 498 1000
498 446 665
498 499 1000
499 97 945
499 166 1024
499 217 618
499 394 1132
499 450 1080
499 462 847
499 486 781
499 500 1000
500 1 1000
500 277 1077
500 407 586
